"Month","State.Postal.Code","Population.Staying.at.Home","Population.Not.Staying.at.Home","Number.of.Trips","Number.of.Trips.1","Number.of.Trips.1.3","Number.of.Trips.3.5","Number.of.Trips.5.10","Number.of.Trips.10.25","Number.of.Trips.25.50","Number.of.Trips.50.100","Number.of.Trips.100.250","Number.of.Trips.250.500","Number.of.Trips.500","year"
"203",4,"WV",15016932,39158028,149693357,34101855,40072713,19182303,23384241,21222517,7572632,2836018,1072564,182065,66449,2020
"204",4,"WY",4969609,12362501,52853053,15478262,14460946,6363556,5447831,4808318,3583858,1804433,751964,113545,40340,2020
"205",5,"AK",6383035,16477543,69901724,21015492,19195126,8764900,9515001,6899024,3033708,1031247,269179,69681,108366,2020
"206",5,"AL",26763032,124760969,472803602,105638959,116515210,63192541,76605137,72237604,24798345,9128710,3706424,846154,134518,2020
"207",5,"AR",17111054,76317521,291300599,68778729,75472805,36767336,44712075,41318022,14829093,6166401,2639229,530810,86099,2020
"208",5,"AZ",56036149,166284877,607851755,172830229,144694279,69509831,85147463,88775518,28980518,10281371,6157690,1028966,445890,2020
"209",5,"CA",320213633,906054762,3006554768,804686667,767608735,339679937,413145247,420455466,167058384,63188258,23850287,5080955,1800832,2020
"210",5,"CO",45263053,131299431,641671350,181222057,159467001,74042942,91987435,89691527,27612305,10944728,4766229,1249489,687637,2020
"211",5,"CT",26454093,84298522,373190146,98284209,99755638,45953026,53538032,51843406,16969343,5014795,1134895,302372,394430,2020
"212",5,"DC",7813468,13962637,83410538,32908226,20181887,10725151,11122472,6348084,1489723,351638,131875,74610,76872,2020
"213",5,"DE",6980964,23001337,101021536,26635698,25664466,12437173,15467027,13783757,5000052,1563322,405383,37622,27036,2020
"214",5,"FL",138634096,521644979,2014836760,542614655,520656862,254905249,307171394,266737422,81332067,25960810,11597483,2609344,1251474,2020
"215",5,"GA",67195901,258907824,1076358769,256460321,265221154,133564625,171398083,158218522,57512103,19524163,10896834,2842788,720176,2020
"216",5,"HI",11477485,32557736,109539135,33844194,29602990,12376882,14691931,16393585,2029174,402458,104837,37910,55174,2020
"217",5,"IA",21888281,75952214,333148355,87092528,86971433,38437211,45441037,45922608,17782244,7411250,3367052,577627,145365,2020
"218",5,"ID",12693968,41686480,163644376,43614051,43043034,19616424,23241577,20625107,7678037,3504749,1864109,353727,103561,2020
"219",5,"IL",99268278,295705202,1337899815,379063422,333694999,154885412,187624733,184288328,65502832,19297886,10047290,2524252,970661,2020
"220",5,"IN",45844358,161603860,718954493,184521337,182559723,88830130,107771572,102527011,34381292,11858380,4973060,1105010,426978,2020
"221",5,"KS",21099303,69157352,300831626,80002401,80258231,34680423,40639247,39836734,15238917,6177676,3183044,631497,183456,2020
"222",5,"KY",30148403,108372059,503289176,120241060,127564374,65673407,79273222,72152026,24124203,9162320,4106695,769360,222509,2020
"223",5,"LA",28212247,116247071,502553111,126357057,127981024,64081478,78984237,66793564,23522584,9961800,3987421,658807,225139,2020
"224",5,"MA",56907489,157059130,856883250,247959326,228522809,102222526,119361868,111154573,35173749,9440012,1783434,456505,808448,2020
"225",5,"MD",45358757,141965501,616844816,170829785,149750088,71222845,91313069,90755628,30728175,8271365,2920039,714537,339285,2020
"226",5,"ME",9676335,31814189,143085927,32085232,34992844,18133814,22496926,23389271,8307468,2730697,776708,84185,88782,2020
"227",5,"MI",74664169,235209196,1007819859,272094629,247938427,120189762,149832689,143918347,48292503,16477246,7068220,1352570,655466,2020
"228",5,"MN",40822047,133124502,544394247,146443737,127870500,59551686,74850197,85294127,31017143,12164108,6042099,796290,364360,2020
"229",5,"MO",43850538,146069474,597835511,149222426,149622038,70104409,88677544,88936642,32439010,11330270,6034466,1108277,360429,2020
"230",5,"MS",15534474,77047956,287761283,66405352,73185074,35172170,45405004,42144301,15660532,6237633,2770342,672272,108603,2020
"231",5,"MT",8323946,24607509,102921286,29504231,27998323,11399270,12689144,11510559,5276622,2981664,1267625,202877,90971,2020
"232",5,"NC",66483233,255408987,1074124780,246690391,268245029,137223514,173617089,164490770,53890661,18481359,9059255,1897046,529666,2020
"233",5,"ND",5261488,18300899,74948723,20806860,20056357,9290424,9181351,7750522,3861117,2622426,1146268,179091,54307,2020
"234",5,"NE",13551019,46256289,194560005,51064449,50656819,23932488,28207699,24611907,8890754,4626337,2085564,374473,109515,2020
"235",5,"NH",9211850,32838348,156562184,36555775,38017508,18919261,24126746,25487318,10050219,2807754,466629,55391,75583,2020
"236",5,"NJ",73966486,202197634,968119084,295691110,248325237,109976180,131747989,121384114,41223067,13571451,4578760,988871,632305,2020
"237",5,"NM",15061047,49897221,237210804,64793179,63308626,29098636,33340498,26194966,10617378,6237772,2909842,606511,103396,2020
"238",5,"NV",25200387,68865765,266819077,80000193,64612749,31299452,40131468,36382841,7270592,3571017,2822427,522038,206300,2020
"239",5,"NY",187935369,417873110,2245769663,694180908,569026724,265110435,322107064,281799861,76559950,24650738,9032482,1786503,1514998,2020
"240",5,"OH",82891857,279480845,1207076724,317834263,300345392,146761147,182983249,179618219,53151660,17502977,6661768,1534522,683527,2020
"241",5,"OK",25608578,96626871,384162992,95868813,97985726,46109423,56751021,57312521,18614481,7667711,3215008,525474,112814,2020
"242",5,"OR",35251829,94660274,389117407,115239221,99908703,44970398,50109994,51703902,16749186,6996580,2533623,563877,341923,2020
"243",5,"PA",97755453,299263407,1290206035,358128970,324428680,154521873,192911331,176210080,52650360,20178245,9250564,1335422,590510,2020
"244",5,"RI",7669881,25106884,115439930,32349071,31172551,13821845,16505026,15601304,4647198,989970,219994,65334,67637,2020
"245",5,"SC",29740257,127867680,538649189,127527919,135691771,68308937,86299572,81797219,24933058,8643778,4327990,890893,228052,2020
"246",5,"SD",5896339,21452946,94847249,25222571,24496822,11249706,12710173,11745826,5332097,2637054,1217067,179378,56555,2020
"247",5,"TN",41636477,168233833,718798682,168975445,181807760,90980246,113134819,110137173,34485004,11775666,5554568,1561419,386582,2020
"248",5,"TX",177648481,712108714,2625142061,674516259,662307710,311250649,381203647,382637409,135396936,48646966,22854911,4749172,1578402,2020
"249",5,"UT",23417383,74576872,349465816,96495384,89161891,43337706,49250690,43324356,16147822,6210323,4407522,883239,246883,2020
"250",5,"VA",60764631,203283604,893674795,235344472,222183651,109585355,134332581,127605000,41917496,14671545,6336233,1173211,525251,2020
"251",5,"VT",4576197,14839072,74700224,17486831,19484445,9956328,10881270,11428926,4020184,1074091,278673,42543,46933,2020
"252",5,"WA",60870979,172732342,682925476,199363554,170954746,76585968,95147450,94146028,30708570,10391948,4147126,757264,722822,2020
"253",5,"WI",40125967,140094641,579418688,145220919,139688480,68306192,86092358,87980878,32729354,12481099,5719100,939976,260332,2020
"254",5,"WV",13088455,42892337,185076663,43677761,47724838,23659726,28765611,26352800,9603469,3633329,1397122,204367,57640,2020
"255",5,"WY",4290968,13618879,67003867,19501901,18298752,8504305,6662388,5738520,4519696,2473772,1130070,134340,40123,2020
"256",6,"AK",6153987,15969153,63716148,18457530,17147809,8146683,8737358,6636689,3023700,1058672,273782,82991,150934,2020
"257",6,"AL",25749112,120887018,442612534,99378061,106657223,58191603,71256907,68260132,23976390,9399072,4341528,982911,168707,2020
"258",6,"AR",15963583,74451167,280850595,68027182,70743975,34274970,42577755,40063313,14809151,6535059,3090675,619928,108587,2020
"259",6,"AZ",54661239,160488141,565897494,158646357,130442623,63368209,80945496,85922560,28142915,9904148,6527724,1379644,617818,2020
"260",6,"CA",307674016,879037334,2814567025,738013808,691822613,316584164,390665418,405748141,168802182,67812758,27140109,5890293,2087539,2020
"261",6,"CO",42045665,128821255,610769245,169965512,146662189,69850944,88512023,87622305,27602717,12206141,5974633,1450828,921953,2020
"262",6,"CT",24811385,82368565,356818761,94347220,92582696,42590407,50485696,50503523,17867176,6202827,1555561,307450,376205,2020
"263",6,"DC",7346164,13727486,81420461,32364354,19837850,10384689,10522245,6001531,1613013,385520,161377,71177,78705,2020
"264",6,"DE",6509344,22505786,97694880,25643296,24265166,12002413,14720660,13449369,5189319,1834598,536719,31689,21651,2020
"265",6,"FL",132408590,506571160,1921530647,510702909,484972139,241404077,294792686,262570233,81872202,27156622,13268659,3100464,1690656,2020
"266",6,"GA",65499217,250085033,1003887282,242387980,239931711,121144854,157269487,149770337,56894760,20142672,12029895,3283323,1032263,2020
"267",6,"HI",11236956,31377774,103595839,32569364,27494915,11576895,13619822,16007519,1723910,311679,147126,41720,102889,2020
"268",6,"IA",20381718,74302632,321461272,85072263,81915686,35988309,43137200,44554704,17998978,7883703,3950015,772398,188016,2020
"269",6,"ID",11897042,40729198,152864566,40896329,39353276,17708572,21612632,19625260,7462192,3444993,2130765,473493,157054,2020
"270",6,"IL",90280444,291951956,1322192142,373473258,320828234,151979801,187712940,185687765,67758591,20566443,10580749,2565677,1038684,2020
"271",6,"IN",41813542,158942798,699920380,179865616,172088668,84943712,104769324,101823809,35590579,13132571,5904142,1316287,485672,2020
"272",6,"KS",19503981,67841169,290702934,77488295,75060864,33133463,39770162,39277695,15009423,6365118,3619539,733259,245116,2020
"273",6,"KY",28533119,105518941,478810357,114009364,119496069,61286234,74736798,69044665,24288316,9811608,4924141,925021,288141,2020
"274",6,"LA",27334493,112464847,474465278,119678741,118325042,59756811,74832169,63395551,22832141,10211888,4399360,764884,268691,2020
"275",6,"MA",53428380,153636090,814610599,233572214,210072178,94798557,113017890,109882918,38145186,11375939,2435907,523412,786398,2020
"276",6,"MD",42374993,138906547,593580309,164178494,138123555,67203523,88140587,89068476,32431180,9480310,3797084,764548,392552,2020
"277",6,"ME",8997076,31155044,135934837,30753412,32605610,16846754,20913174,22367807,8389986,2813104,1008122,131941,104927,2020
"278",6,"MI",66347583,233529867,1001970871,268299880,237031794,117795211,149691231,148025167,51993808,18661379,8244802,1537112,690487,2020
"279",6,"MN",37986000,130349370,522160637,137584831,119425182,56631605,72452470,84223247,31141253,12684770,6509940,1039717,467622,2020
"280",6,"MO",40630863,143162697,582612329,146824661,141322450,67144477,86418937,87869664,32804540,11703318,6725203,1333727,465352,2020
"281",6,"MS",14874669,74721231,269989918,62916334,66837014,32333298,42011170,39866301,15396848,6546301,3188140,767179,127333,2020
"282",6,"MT",7833835,24035315,94001880,26766118,24863499,10267919,11471730,10441012,5141325,3113755,1524505,277483,134534,2020
"283",6,"NC",63724849,247783751,1006118027,230082683,244529674,125690123,161934077,156461721,53491728,19707369,11079284,2537928,603440,2020
"284",6,"ND",4914075,17888235,69150900,19162410,18206171,8717073,8554158,6969080,3486619,2527673,1225590,220206,81920,2020
"285",6,"NE",12570232,45307808,186675794,49271760,47416802,22641166,26950805,23701692,8816460,4792574,2453225,466701,164609,2020
"286",6,"NH",8341376,32352364,153462830,35681033,36681492,18070616,23167051,25204792,10582785,3343625,600080,67833,63523,2020
"287",6,"NJ",69211071,198044529,933122852,284760019,232031891,102916838,125955263,120504615,44024796,16112468,5213913,1014140,588909,2020
"288",6,"NM",14257242,48605598,225078740,61298929,58846584,27489726,31646938,24897204,10389706,6287625,3295120,765362,161546,2020
"289",6,"NV",23949919,67081841,252153241,76167957,58664772,29495770,39166008,34471261,6621891,3490534,3116931,674722,283395,2020
"290",6,"NY",177770031,408496239,2166667654,676201470,533520385,248397035,310144376,277394664,78753876,27718319,10661023,2235915,1640591,2020
"291",6,"OH",76331173,274352087,1177135116,309182554,284501118,140216250,179381248,178584617,55215369,19326045,8156080,1806813,765022,2020
"292",6,"OK",24446012,93846358,369004443,94394244,91388542,43113864,54168268,55374428,18224147,7881489,3641848,653868,163745,2020
"293",6,"OR",33293639,92427751,373286133,110129668,93320494,42462267,48599533,50057202,16782006,7786852,3133939,670457,343715,2020
"294",6,"PA",91635563,292576237,1246307197,347302508,303511850,146280774,184134209,173481442,55000295,22961950,11344809,1650527,638833,2020
"295",6,"RI",7179815,24539635,111381165,31127032,29143389,13168219,15828762,15426209,5005237,1238249,308281,76056,59731,2020
"296",6,"SC",28949722,123574088,506588568,121585158,124627923,63059522,80004793,77102996,24412180,8997902,5345100,1155784,297210,2020
"297",6,"SD",5379151,21087899,88626383,23302550,22147921,10464950,12206064,10897440,5027006,2784174,1480390,246310,69578,2020
"298",6,"TN",39323024,163777276,681187810,161887826,166074987,84191513,106714890,106044419,34482327,12589853,6803782,1920698,477515,2020
"299",6,"TX",169764342,691291008,2479934415,634557493,606508194,289299601,363430588,370709996,133774516,48892875,24954799,5784449,2021904,2020
"300",6,"UT",22365800,72467350,324304056,87247671,80401262,39670514,46508622,41771744,16513474,6215617,4495102,1098771,381279,2020
"301",6,"VA",57425994,198104556,850236920,224262628,204040942,102104816,127254959,123543262,42440513,16508801,8088403,1449164,543432,2020
"302",6,"VT",4146436,14642534,72171665,16870381,18545933,9441250,10419455,11129875,4137007,1157159,370787,58901,40917,2020
"303",6,"WA",56987704,169080026,662287399,194313603,160446249,73585942,92221817,92978627,31454500,10899432,4692219,874082,820928,2020
"304",6,"WI",37024796,137382244,558258802,139092821,131372182,65262311,83291710,85468047,32596768,13190054,6492520,1172925,319464,2020
"305",6,"WV",12229014,41945946,177548546,42958613,44772648,21917472,26946680,25385493,9578775,3975411,1684069,266800,62585,2020
"306",6,"WY",3914668,13417442,63346525,18015686,16562663,7774976,6258813,5723466,4675644,2709952,1394448,174981,55896,2020
"307",7,"AK",6778813,16081765,57023529,16447913,14479236,7101818,8273849,5951585,2971985,1082566,316651,182221,215705,2020
"308",7,"AL",29562927,121961074,424419459,92858745,100840442,55461259,68807232,66769502,23841125,9684058,4883062,1044571,229463,2020
"309",7,"AR",18387242,75041333,265983223,62762638,66584703,32145500,40459807,38648665,14590384,6588672,3356337,690715,155802,2020
"310",7,"AZ",61939482,160381544,520180668,141089537,115178447,57145119,75466667,84395640,28572793,9773031,6327784,1469070,762580,2020
"311",7,"CA",349216979,877051416,2556625231,637304828,610689506,289454728,363716010,384014633,164765490,69617524,27800507,6054391,3207614,2020
"312",7,"CO",46719488,129842996,569570515,152436864,132580188,65390984,84429512,85608617,27507192,12566218,6009606,1566022,1475312,2020
"313",7,"CT",27740880,83011735,332002012,83335042,83342586,39746191,48148261,49381981,18218848,7194306,1860302,331605,442890,2020
"314",7,"DC",7720740,14055365,76460744,29016847,18697712,9931530,10442322,5761022,1782180,429926,175381,95129,128695,2020
"315",7,"DE",7261327,22720974,90361386,23200100,21835470,11098231,13885867,12620309,5021455,1972704,638534,47774,40942,2020
"316",7,"FL",152176449,508102626,1831566354,476784964,449579176,230531500,285915470,257502340,82125126,28704367,14670645,3479801,2272965,2020
"317",7,"GA",73411447,252692278,965438954,226719718,225154783,115609813,153507727,147884819,57762679,20979909,12917594,3596391,1305521,2020
"318",7,"HI",12515129,31520092,96542450,29609247,25038163,10719126,13000399,15691145,1728704,340730,227791,65752,121393,2020
"319",7,"IA",22868928,74971567,298697432,75595071,75026599,33408408,40585928,42960553,17822454,7977502,4207949,844739,268229,2020
"320",7,"ID",13284370,41096078,143044360,36994943,35524991,16551397,20609338,19494695,7424321,3589342,2143732,494577,217024,2020
"321",7,"IL",100592874,294380606,1254529251,339261851,299959606,145002187,181280041,183927576,68584439,21378954,11134217,2611926,1388454,2020
"322",7,"IN",47252023,160196195,658736467,161574939,158934367,79802106,99897528,99570971,35726253,14222179,6810010,1477514,720600,2020
"323",7,"KS",22358665,67897990,266328432,68779342,67575741,30009274,36714820,37238410,14539229,6391739,3863394,847271,369212,2020
"324",7,"KY",32309846,106210616,449066621,103271055,109917601,56680949,70597359,66669885,24324779,10423960,5654814,1128679,397540,2020
"325",7,"LA",31316833,113142485,448994847,110874462,109988935,56224332,71741420,61447987,22509586,10379155,4565695,901824,361451,2020
"326",7,"MA",58876769,155089850,761991701,209876707,192391424,89679456,108457277,106745824,37813443,12395820,3051360,621314,959076,2020
"327",7,"MD",46219606,141104652,564417538,149835430,127629192,65411839,86010430,87164941,32723080,10005636,4141037,897388,598565,2020
"328",7,"ME",9970968,31519556,128355856,28941382,29988131,15767482,19531483,21227348,8267730,3073985,1272000,171164,115151,2020
"329",7,"MI",74306890,235566475,949511799,246390984,217992492,110504392,143198923,144601035,53191859,20574969,10217836,1851261,988048,2020
"330",7,"MN",42834227,131112322,488413818,123755180,108994787,52451618,68620611,81805938,31088864,13061277,6889150,1099411,646982,2020
"331",7,"MO",46223194,143696818,542487931,130956881,129542955,62976514,82169091,84363211,31732872,11651869,6942169,1465101,687268,2020
"332",7,"MS",16984483,75597947,258232623,58766016,63375788,30310890,40173812,38971139,15294538,6749918,3531085,889331,170106,2020
"333",7,"MT",8686324,24245131,87985133,24131325,22670024,9498680,10709974,10587956,5176142,3182604,1570350,275503,182575,2020
"334",7,"NC",71232764,250659456,966627506,215020267,227755426,119811048,158057321,154761715,54505668,20930172,12102179,2843292,840418,2020
"335",7,"ND",5521758,18040629,64923871,17428600,16883110,8117711,8194424,6798484,3452326,2488609,1216759,234909,108939,2020
"336",7,"NE",14075668,45731640,172941973,43406306,43641153,20996705,25482124,22563336,8616385,4879787,2601107,509531,245539,2020
"337",7,"NH",9455388,32594810,143962021,32670738,33225849,16873690,21727278,24277533,10523876,3738004,752014,83590,89449,2020
"338",7,"NJ",75289211,200874909,884243515,257672693,213953087,99295016,124053020,120335931,44423695,17214733,5402845,1010245,882250,2020
"339",7,"NM",16105198,48853070,208721333,54294288,53674559,25482479,30117938,24766604,10073351,6151024,3145107,808379,207604,2020
"340",7,"NV",26624961,67441191,229656041,65588525,52698027,27063971,36948824,33724748,6414226,3258143,2882651,702950,373976,2020
"341",7,"NY",190757967,415050512,2061012536,617258723,501384826,239608378,302274257,274426178,79018945,29960025,12470976,2390692,2219536,2020
"342",7,"OH",86788143,275584559,1116427708,286157655,263419866,131521688,171573364,174427998,55703513,20532759,9903846,2107684,1079335,2020
"343",7,"OK",28436841,93798608,341227461,84116610,83741766,39943685,50500792,52473863,17683126,7839251,3937968,761454,228946,2020
"344",7,"OR",36460563,93451540,348703442,98945796,84488602,39689263,46902296,49393533,16739434,8030141,3261328,735661,517388,2020
"345",7,"PA",101215827,295803033,1165615397,309113510,277079490,137717833,176680031,169160411,55923550,24855568,12434454,1740235,910315,2020
"346",7,"RI",8053492,24723273,103609148,27976167,26421137,12309130,15056966,14685909,4952482,1565447,469842,94732,77336,2020
"347",7,"SC",33105152,124502785,483408034,113871253,115800701,59979514,77193769,75575036,24380666,9128417,5799556,1247818,431304,2020
"348",7,"SD",5934929,21414356,83204760,21280470,20567868,9612831,11356044,10556976,5009855,2853361,1590521,287839,88995,2020
"349",7,"TN",45053977,164816333,639614566,148626304,152175316,77974320,101199139,102620955,34158681,12568243,7342097,2276031,673480,2020
"350",7,"TX",195355787,694401408,2329864242,584639914,556681267,271076278,345971460,358185162,131559895,47748862,25014728,6188246,2798430,2020
"351",7,"UT",25286195,72708060,293325746,76104493,70330026,35066143,42749557,40383831,16329188,6459197,4284740,1067909,550662,2020
"352",7,"VA",62783611,201264624,812347008,207320704,189803906,97366856,123710880,121884139,42798814,18082708,8903699,1595025,880277,2020
"353",7,"VT",4590468,14824801,66200069,15278406,16244572,8608214,9520367,10568124,4157317,1233706,461295,85405,42663,2020
"354",7,"WA",62110396,171492925,625640823,179053335,145643593,68717802,90034993,92045724,31891358,11351503,4775882,896727,1229906,2020
"355",7,"WI",42066150,138154458,522976581,125365356,121450345,61026828,78772613,81610681,32204848,13678662,7124549,1303819,438880,2020
"356",7,"WV",13611851,42368941,164250039,38258840,40238295,19696013,25297887,24538171,9784290,4243034,1809054,297208,87247,2020
"357",7,"WY",4374343,13535504,58513766,15794473,15232617,7096402,5907969,5666172,4556414,2626773,1383556,178880,70510,2020
"358",8,"AK",6646987,16213591,55463891,14337307,14028014,7294848,8463834,6044084,3180640,1302549,362723,177287,272605,2020
"359",8,"AL",29371902,122152099,421213191,85560226,98794051,55355449,69845225,69302214,25242732,10349821,4998430,1255074,509969,2020
"360",8,"AR",18288347,75140228,262707392,57700408,65504776,32003996,40665782,39661979,15438084,7051674,3558807,849068,272818,2020
"361",8,"AZ",60200260,162120766,534559766,128496100,123915129,61647617,80742235,89572869,29965848,10506594,6850670,1439200,1423504,2020
"362",8,"CA",342932988,883335407,2819914188,696292480,684820445,321928167,400925848,420104343,178256339,73360202,29285275,7232851,7708238,2020
"363",8,"CO",46670172,129892312,582955281,146713464,140355928,68224286,87480098,88461732,28419295,13291677,6013301,1727870,2267630,2020
"364",8,"CT",27694706,83057909,321881909,75234212,81895389,39565678,47210589,48537283,18376753,7304399,1987186,511128,1259292,2020
"365",8,"DC",7689970,14086135,65708537,21891239,16864177,8822600,9537446,5571781,1845835,414307,197692,146194,417266,2020
"366",8,"DE",7282943,22699358,86399846,20174601,20924966,10778910,13771541,12684459,5135467,2061676,710110,64243,93873,2020
"367",8,"FL",152603931,507675144,1814442711,436372191,445649497,234603301,293347344,265814106,84991993,29215105,15377193,3829186,5242795,2020
"368",8,"GA",72437135,253666590,949293632,201933764,222578641,116734542,156157810,151659654,59428367,21112232,12700952,4004670,2983000,2020
"369",8,"HI",12183239,31851982,103818579,29317939,27796937,11749989,14454516,17655075,1972076,404028,187315,62258,218446,2020
"370",8,"IA",22446612,75393883,314030776,77497350,79751459,34724197,41997146,45254413,19644725,9022493,4710944,913112,514937,2020
"371",8,"ID",13087731,41292717,142971495,33746227,36561549,17008719,20888529,19887180,7840033,3900945,2331764,529977,276572,2020
"372",8,"IL",98974826,295998654,1294125746,332068167,313315050,151312277,189299118,193847006,73280821,22229009,11960472,3421027,3392799,2020
"373",8,"IN",46777657,160670561,673388552,156295630,164355618,82332397,103674956,103836850,37840386,14652495,7168958,1767905,1463357,2020
"374",8,"KS",22153665,68102990,278213716,69732151,71789241,31217536,37907137,39065727,15769786,6931841,4179990,988380,631927,2020
"375",8,"KY",32311952,106208510,446476730,96523376,109180696,56706527,71046727,68507830,25658199,10811979,5874816,1407371,759209,2020
"376",8,"LA",31253985,113205333,448456951,103962704,109730816,56798622,73091060,63314792,23547484,11232730,5001703,1045458,731582,2020
"377",8,"MA",59127537,154839082,719107643,183568286,182766097,86325464,104541936,104784267,37795824,12414939,3422536,828703,2659591,2020
"378",8,"MD",46562861,140761397,530843824,127132802,121211360,61520624,82308946,86613911,33739537,10426382,4726220,1373489,1790553,2020
"379",8,"ME",10111404,31379120,122726990,26356885,28278392,14781190,18778031,21115814,8488613,3275589,1248944,190997,212535,2020
"380",8,"MI",73919784,235953581,940133647,226457103,215535953,110763942,144910953,148270543,56097047,21998809,11198599,2596590,2304108,2020
"381",8,"MN",42020596,131925953,504862159,121972621,113046180,54080995,70784270,85923825,33964269,14623803,7697243,1304932,1464021,2020
"382",8,"MO",46240941,143679071,546304930,124318490,131703747,63187546,82574461,87772185,33700159,12357508,7696764,1755721,1238349,2020
"383",8,"MS",16746742,75835688,256334434,54769291,61798961,29967872,40786632,40424697,16324473,7239490,3652134,1032366,338518,2020
"384",8,"MT",8565643,24365812,88694894,23606888,23082494,9509744,10741636,10683761,5337031,3372060,1786310,312624,262346,2020
"385",8,"NC",71468798,250423422,940831932,191924483,220365092,118950908,158167386,156798235,55963500,21279174,12198269,3260141,1924744,2020
"386",8,"ND",5456345,18106042,68640702,18157059,18193902,8539120,8644628,6957812,3693607,2714189,1351716,255437,133232,2020
"387",8,"NE",13707371,46099937,185256236,45713818,47609753,22153722,27020526,24185685,9485934,5309999,2827511,541938,407350,2020
"388",8,"NH",9547459,32502739,139218031,29948736,31839347,16506895,20937881,24267380,10812974,3840387,781993,104851,177587,2020
"389",8,"NJ",74979257,201184863,854032693,230920231,208040467,97520958,122233586,120579309,45542872,18369979,6607903,1559685,2657703,2020
"390",8,"NM",15861592,49096676,209720165,50183623,55589980,26167955,30862969,25158170,10428081,6689234,3460753,875647,303753,2020
"391",8,"NV",26348523,67717629,229494056,58843163,54799500,28045361,38325984,35286382,6469341,3263075,2995018,819132,647100,2020
"392",8,"NY",189936195,415872284,1969537849,545981035,479453494,230715656,295604627,277492525,82409208,31805051,14833387,3414505,7828361,2020
"393",8,"OH",86511407,275861295,1117281569,267919465,266418793,133256184,174877422,179968296,57942369,21344952,10498163,2725140,2330785,2020
"394",8,"OK",27961437,94274012,352303891,82440170,86972562,41301411,52776045,55684226,19179533,8409175,4295685,827964,417120,2020
"395",8,"OR",35882707,94029396,352254576,90021666,88627232,41735046,48246276,51559713,17949434,8921793,3521280,788999,883137,2020
"396",8,"PA",101547259,295471601,1132346652,277189935,268526806,136011293,176614593,172205676,57564068,26138289,13457837,2285940,2352215,2020
"397",8,"RI",8189036,24587729,98694014,24862229,25471911,11911242,14633293,14505227,4908758,1553444,459692,134464,253754,2020
"398",8,"SC",33085693,124522244,465983027,98647735,110186605,59033517,77676464,77227680,25444316,9500608,5923381,1447765,894956,2020
"399",8,"SD",5789113,21560172,88993500,22852101,21819269,10025264,11729944,11111964,5759928,3314234,1912042,320216,148538,2020
"400",8,"TN",44626778,165243532,632673979,134185705,150171798,78812751,102976130,106080294,35929576,13033708,7524397,2676004,1283616,2020
"401",8,"TX",189931084,699826111,2407615883,560916541,581760423,286456391,365784152,380106006,140296735,52136731,27234991,6911656,6012257,2020
"402",8,"UT",25123189,72871066,291526914,70524095,72783570,35808690,42799638,39940204,16525709,6631307,4586093,1149726,777882,2020
"403",8,"VA",63218655,200829580,771215727,179583306,181211204,93778995,120416003,120994137,43363569,18448870,9417787,2126256,1875600,2020
"404",8,"VT",4667415,14747854,63142697,13794788,15528591,8020064,9137389,10405657,4254600,1320202,495399,92170,93837,2020
"405",8,"WA",60805980,172797341,620866171,157247870,148580250,70507153,93076299,95956960,34194576,12530778,5476541,1040852,2254892,2020
"406",8,"WI",42089785,138130823,534239299,122072074,123554951,62273681,81049077,85331206,34748150,14929999,7955480,1428073,896608,2020
"407",8,"WV",13697968,42282824,158871186,34052612,38966591,19383543,24895358,24529350,10172671,4420740,1912032,368664,169625,2020
