"Month","State.Postal.Code","Population.Staying.at.Home","Population.Not.Staying.at.Home","Number.of.Trips","Number.of.Trips.1","Number.of.Trips.1.3","Number.of.Trips.3.5","Number.of.Trips.5.10","Number.of.Trips.10.25","Number.of.Trips.25.50","Number.of.Trips.50.100","Number.of.Trips.100.250","Number.of.Trips.250.500","Number.of.Trips.500","year"
"408",8,"WY",4314930,13594917,58680816,15216309,15523554,7215584,5965478,5653516,4390272,2813850,1576904,213486,111863,2020
"409",9,"AK",6626912,15496228,55701199,14184016,14665120,7531715,8568686,6073544,2913911,1108627,332893,134193,188494,2020
"410",9,"AL",29812964,116823166,406736933,81025212,95958859,53142683,67783329,67645960,24974659,10164759,4682831,1081149,277492,2020
"411",9,"AR",18476179,71938571,254206602,54725723,64100045,31134198,39343486,38604706,15191242,6855162,3357029,734434,160577,2020
"412",9,"AZ",59280007,155869373,532203152,123486621,127285939,62583985,81235479,88958450,29916290,10189086,6451281,1341175,754846,2020
"413",9,"CA",342491562,844219788,2855748860,696038695,704267913,329771511,411672306,428847676,179084768,70438103,26366567,6025562,3235759,2020
"414",9,"CO",47544813,123322107,562640231,137141974,138606871,66236163,85445746,86692374,27879215,12498130,5250951,1491203,1397604,2020
"415",9,"CT",28302449,78877501,312124144,70537323,80942733,38717162,46384476,48531537,17851585,6502866,1751734,356306,548422,2020
"416",9,"DC",7853198,13220452,66759416,21596183,17834794,9102490,9835024,5953829,1691050,395802,145175,87980,117089,2020
"417",9,"DE",7301143,21713987,84367999,19073685,20649216,10568357,13687506,12670032,5130595,1868606,610587,54331,55084,2020
"418",9,"FL",152757482,486222268,1784603864,421521032,445874026,231717319,291232515,264532448,83235997,27545120,13517767,3226663,2200977,2020
"419",9,"GA",72885940,242698310,927211482,193580270,220802405,114231398,152912577,150092386,58744053,20547368,11746723,3344795,1209507,2020
"420",9,"HI",12159782,30454948,105195278,28842508,28952453,12014059,14526567,18076326,2112873,387016,145407,42848,95221,2020
"421",9,"IA",23300294,71384056,296305033,71643611,75778728,32672552,40072758,43245746,19050604,8431419,4326799,780968,301848,2020
"422",9,"ID",13224906,39401334,137625559,31500945,36118186,16532557,20290300,19221692,7569462,3640614,2094913,473773,183117,2020
"423",9,"IL",100505657,281726743,1243463912,306422036,304152365,145465058,185238639,192553322,73138306,21232060,10810734,2822379,1629013,2020
"424",9,"IN",47394281,153362059,653605075,148765658,160669449,80290466,101386570,102308029,37349519,14084338,6537449,1460058,753539,2020
"425",9,"KS",22560306,64784844,266874305,65388456,69940402,29978986,36447646,37880038,15451126,6658936,3851694,904739,372282,2020
"426",9,"KY",32561483,101490577,437919323,93650904,108161006,55981310,70192875,67864412,25078842,10138946,5230884,1196268,423876,2020
"427",9,"LA",30758609,109040731,443609524,101595768,107862244,55478092,72097471,63727169,24291071,12108920,5081291,994433,373065,2020
"428",9,"MA",60564649,146499821,707011345,175092429,183602141,85708948,103773108,105683777,37559865,11164418,2720871,605721,1100067,2020
"429",9,"MD",46827747,134453793,521485404,120216415,121204493,60774644,82204279,88017202,33648375,10031359,3823597,919469,645571,2020
"430",9,"ME",10356608,29795512,116014915,23394140,27505026,14082329,18064240,20427571,8185157,3021550,1050404,150700,133798,2020
"431",9,"MI",75335631,224541819,909386482,211248388,212804933,108606379,142269985,146460874,54933113,20565519,9474811,1903871,1118609,2020
"432",9,"MN",42865905,125469465,487684555,114260276,110775619,52662732,69300731,84793014,33388922,13693701,6985949,1071386,752225,2020
"433",9,"MO",46957229,136836331,526168525,117487076,128664534,60769993,79602493,85324609,33137083,11946610,7013402,1517531,705194,2020
"434",9,"MS",16777058,72818842,250351221,53165440,60188131,28966824,39731628,40137464,16389116,7194321,3464893,926365,187039,2020
"435",9,"MT",8800823,23068327,83787427,21569332,22594503,9149690,10275746,9877405,5076586,3148756,1622621,284825,187963,2020
"436",9,"NC",72454830,239053770,910839913,180401320,215708056,115564046,154747193,154545934,55098481,20484770,11025707,2410990,853416,2020
"437",9,"ND",5647576,17154734,65656422,16917686,17667203,8264732,8354947,6771336,3561578,2522763,1246823,275803,73551,2020
"438",9,"NE",14081570,43796470,175808113,42500815,45279172,21110832,25761202,23251091,9284548,5254369,2626623,491065,248396,2020
"439",9,"NH",9690901,31002839,135377705,27753030,32143607,16062027,20451194,23936139,10668518,3523559,659576,75137,104918,2020
"440",9,"NJ",75346780,191908820,847821899,222479498,211354173,98407546,122951371,122760567,45633669,16791023,5332730,1081709,1029613,2020
"441",9,"NM",15926131,46936709,199558365,45665188,53266010,25143119,29583083,24321280,10370005,6749035,3439620,814004,207021,2020
"442",9,"NV",26065508,64966252,227782238,56652709,55416414,28121648,38535549,35650307,6370941,3147084,2793728,716246,377612,2020
"443",9,"NY",192566110,393700160,1946762493,528552141,480740483,231019833,297426460,280344102,82429632,29846893,11979727,2065551,2357671,2020
"444",9,"OH",87217088,263466172,1095029986,256524366,266031708,131704741,172416184,178956750,57113430,20100018,8878086,2117704,1186999,2020
"445",9,"OK",28438317,89854053,340395353,78503713,84969081,39917365,50792634,54088845,18843334,8327281,3988217,738184,226699,2020
"446",9,"OR",36535435,89185955,337466421,82901488,88309351,40711150,47027710,49699289,16870869,7729509,2997104,683297,536654,2020
"447",9,"PA",102904268,281307532,1117963456,269388155,271367756,136367990,175587619,171545483,56118008,23625888,11080265,1868581,1013711,2020
"448",9,"RI",8380420,23339030,96970295,23782721,25571675,11787694,14591131,14521773,4881299,1285594,369927,88543,89938,2020
"449",9,"SC",33404032,119119778,449939334,91749944,108614756,57574184,75524728,75462601,24964393,9157261,5306339,1162458,422670,2020
"450",9,"SD",6038177,20428873,84074435,21342556,21349582,9564825,11025800,10447322,5254635,2979431,1730509,280780,98995,2020
"451",9,"TN",44905217,158195083,613721112,127374130,147306646,76394707,100161640,104212970,35673582,12704941,6857803,2293219,741474,2020
"452",9,"TX",189587970,671467380,2350438580,534386080,577168109,280530359,358475986,374994632,139878755,50916439,25126647,6046188,2915385,2020
"453",9,"UT",25268990,69564160,286090414,67384550,73746918,35657558,42392355,39076795,16051849,6127743,4138270,1016476,497900,2020
"454",9,"VA",63957568,191572982,753981872,170262438,180420760,92305374,118966671,120899123,43011917,17425321,8157966,1613317,918985,2020
"455",9,"VT",4766774,14022196,61266977,13066277,15378723,7702657,8689213,10292702,4345410,1246505,412007,76742,56741,2020
"456",9,"WA",61254052,164813678,598963488,143614478,148660819,69783073,90967658,94657576,33057558,11287086,4718765,903062,1313413,2020
"457",9,"WI",43242567,131164473,506248667,111665242,119045269,59240180,77483336,82641031,33684662,13739189,7031901,1207632,510225,2020
"458",9,"WV",13794375,40380585,155531804,32863673,39040080,19161251,24256590,23905126,9825047,4345223,1727693,309348,97773,2020
"459",9,"WY",4426493,12905617,56272183,14309973,15378661,7138184,5705163,5323233,4132952,2600875,1421883,190066,71193,2020
"460",10,"AK",6947563,15913015,54797955,13896132,14659579,7569660,8500295,5820531,2878400,1062668,221570,115817,73303,2020
"461",10,"AL",30950237,120573764,416446734,80927547,99326587,55101568,69955565,69072270,25798616,11169904,4259578,732961,102138,2020
"462",10,"AR",19174797,74253778,254584155,52984200,64901020,31431369,39810099,38751827,15584571,7436831,3106317,515790,62131,2020
"463",10,"AZ",60691569,161629457,549854285,126271356,132920940,65351654,84441615,91493516,31329344,11240517,5505976,1000622,298745,2020
"464",10,"CA",362126656,864141739,2766770620,653785971,683937258,325234291,405327295,414516955,178605451,75619964,23956894,4249851,1536690,2020
"465",10,"CO",49873992,126688492,565960451,133657799,141517645,68257514,88122202,87944232,27953155,12923621,4157339,909991,516953,2020
"466",10,"CT",29330602,81422013,308881937,66822470,81105428,38379203,46129671,48519466,18321507,7441506,1668770,264912,229004,2020
"467",10,"DC",7951388,13824717,66345737,20881910,17757454,9199375,10006024,5994338,1771652,454124,142314,71362,67184,2020
"468",10,"DE",7541704,22440597,85719373,18685956,21090118,11008876,14010361,12741609,5373708,2180817,572060,37812,18056,2020
"469",10,"FL",156599838,503679237,1871011167,438987709,471781506,246584359,306633707,273923287,87328077,30261157,12244843,2345885,920637,2020
"470",10,"GA",75117740,250985985,954394567,197736574,228961488,119197223,157884477,152845320,61578775,22691361,10638781,2329504,531064,2020
"471",10,"HI",12270997,31764224,107312720,29279580,29248337,12428842,15138152,18259390,2260934,459326,156231,35094,46834,2020
"472",10,"IA",24065220,73775275,301018373,71247726,78151628,33814345,41152354,43897930,19301646,8946742,3850598,544883,110521,2020
"473",10,"ID",13815380,40565068,136688723,30092535,36353098,16654292,20632959,19332920,7672964,3843873,1694805,350568,60709,2020
"474",10,"IL",103780381,291193099,1266579375,306671413,312866490,149815675,189956979,195629071,75928815,23403942,9543574,2051842,711574,2020
"475",10,"IN",49559437,157888781,652143787,145516543,160784403,79961522,101554179,102238297,38864202,15638934,6149316,1089254,347137,2020
"476",10,"KS",23398545,66858110,266443843,63716212,70599967,30473373,36699171,38121733,15609992,7026298,3385885,662178,149034,2020
"477",10,"KY",33990761,104529701,437645755,91574823,108706999,56244739,70765950,67695422,25735806,11062714,4785485,898701,175116,2020
"478",10,"LA",31956470,112502848,452981905,101667829,112623480,57893790,74128629,64323782,24434275,12665327,4390820,709212,144761,2020
"479",10,"MA",62417252,151549367,702162918,166971787,185384502,86047970,103567429,105606539,38879052,12272731,2491075,455113,486720,2020
"480",10,"MD",48073598,139250660,528662360,117430634,124115229,62885281,84407024,89138462,34833154,11172590,3644202,733379,302405,2020
"481",10,"ME",10826900,30663624,113314602,21537190,26991254,13914286,17941029,20412407,8165777,3172591,1019508,111319,49241,2020
"482",10,"MI",78296153,231577212,903991394,198463501,213611037,109767299,143124128,148130734,57468989,22707919,8898267,1361243,458277,2020
"483",10,"MN",44689247,129257302,491116051,109194760,113947375,54732992,71719134,86216862,34260997,14293019,5669783,777803,303326,2020
"484",10,"MO",48768861,141151151,522505168,112075871,128617319,61087842,80103013,85895940,34012500,12947343,6378461,1117732,269147,2020
"485",10,"MS",17416838,75165592,255582930,54441177,61874896,29661389,40522515,40332334,16868782,7995582,3160866,656610,68779,2020
"486",10,"MT",9417432,23514023,81819865,20327306,22740135,9333715,10443900,9718091,4735041,3055923,1225765,176802,63187,2020
"487",10,"NC",74446534,247445686,933978113,181219874,222181019,119499381,159708237,158141991,57704741,22985454,10364917,1814838,357661,2020
"488",10,"ND",5918455,17643932,64055379,15682782,17576815,8327660,8437389,6681424,3572450,2549022,994506,203459,29872,2020
"489",10,"NE",14697716,45109592,177089454,42135604,46336803,21606770,26450235,23243217,9128957,5443214,2324199,326392,94063,2020
"490",10,"NH",10174886,31875312,131747317,25186314,31727897,15659492,19911560,23643607,10906975,4009562,607819,55256,38835,2020
"491",10,"NJ",77976509,198187611,847401501,212215071,213481481,100145198,124661821,125159855,47843318,17834838,4773022,805025,481872,2020
"492",10,"NM",16553977,48404291,202950761,46295094,54679178,25691341,30339417,24767551,10549629,6963630,3000091,589940,74890,2020
"493",10,"NV",26717365,67348787,232078884,56856594,56905373,29176454,39839485,36541854,6443977,3332655,2363119,477229,142144,2020
"494",10,"NY",197042133,408766346,1953550525,512954722,491645871,235128991,301608610,280411402,84402297,33233876,11290286,1602971,1271499,2020
"495",10,"OH",90477951,271894751,1095080049,247025340,268099874,132973055,174233318,180549234,59115071,22403528,8692024,1514929,473676,2020
"496",10,"OK",29919591,92315858,341631998,78259560,86421791,40254193,51061494,53498854,18962702,8880701,3661421,536287,94995,2020
"497",10,"OR",37428196,92483907,338852813,79153873,89012076,41777752,48414801,50824719,17813830,8420722,2763493,478190,193357,2020
"498",10,"PA",106124964,290893896,1118334037,259009097,273220173,137837057,177478481,173331796,58781240,26131198,10854457,1288091,402447,2020
"499",10,"RI",8689070,24087695,95729489,22276691,25767782,11955885,14484215,14383343,4820848,1559635,367282,68398,45410,2020
"500",10,"SC",34318152,123289785,462661784,92634323,112006301,60045155,78412517,77233788,26240727,10055055,5007672,855860,170386,2020
"501",10,"SD",6398934,20950351,82062982,20103470,21569795,9728053,11051044,9913978,5070307,2949590,1436699,199292,40754,2020
"502",10,"TN",46746269,163124041,617421954,125257346,148666005,77491948,101589663,104632448,37212902,14120642,6484286,1682948,283766,2020
"503",10,"TX",194436774,695320421,2435906521,548332246,606897152,295173505,373631435,384695026,145251290,54879219,21768242,4126545,1151861,2020
"504",10,"UT",26352382,71641873,286286798,64951557,74406278,36551569,43243162,39778876,16540292,6556348,3410927,680338,167451,2020
"505",10,"VA",65589983,198458252,763687385,166456499,182881551,94727493,122376117,123227436,44846528,19737347,7847138,1232757,354519,2020
"506",10,"VT",5038077,14377192,57483147,11225869,14475110,7242119,8381365,9894727,4418437,1371569,390004,62251,21696,2020
"507",10,"WA",63350392,170252929,591856109,134499297,147344962,70048529,91808827,95973778,34720917,12166764,4212133,624560,456342,2020
"508",10,"WI",44907657,135312951,511377459,108443194,121969367,60902400,79234786,84019834,34667168,14795342,6267507,879739,198122,2020
"509",10,"WV",14338753,41642039,152850970,30924836,37917642,18753980,24236266,23804164,10393516,4903319,1650958,230140,36149,2020
"510",10,"WY",4686528,13223319,54253462,13175622,15474728,7061003,5557191,4957444,4119204,2624546,1122553,135709,25462,2020
"511",11,"AK",7322887,14800253,56382856,16157945,15905852,7591122,7932266,5000572,2372400,996348,168822,140112,117417,2020
"512",11,"AL",33906996,112729134,418747402,84522168,105950368,56101107,68598305,64608975,23155371,10469026,4445799,771584,124699,2020
"513",11,"AR",20977956,69436794,254352783,54542126,68126954,32146828,38824053,36331496,13738024,6761237,3220556,580727,80782,2020
"514",11,"AZ",65817824,149331556,564002091,135945550,137274245,66043642,85015914,92190327,30650851,10397386,4629010,1441944,413222,2020
"515",11,"CA",381787746,804923604,2924564911,731505231,751640160,346218820,415713290,407731513,170344980,72309697,22433825,4644447,2022948,2020
"516",11,"CO",55352959,115513961,555138614,133345442,141816547,67017169,85599238,84260222,25960977,12264064,3372449,865175,637331,2020
"517",11,"CT",31470520,75709430,308981629,67496435,86257389,38317774,44304070,45550238,17672990,7512654,1375367,226943,267769,2020
"518",11,"DC",8242903,12830747,73375104,23875081,20497183,10247295,10742259,5585678,1761763,414641,106754,67262,77188,2020
"519",11,"DE",8098713,20916417,86700760,19360389,22337194,11239275,13812633,11983152,5119371,2245076,559565,25671,18434,2020
"520",11,"FL",174368493,464611257,1881636819,456798285,494584543,250773390,299107087,254507324,79962223,29399488,12620963,2609540,1273976,2020
"521",11,"GA",81598013,233986237,956061596,205840833,238213204,120894899,154733675,144570911,57270830,21340580,10139449,2403255,653960,2020
"522",11,"HI",12512536,30102194,121628702,34722769,33708999,14031662,16499436,19454640,2397567,499781,194734,47007,72107,2020
"523",11,"IA",26647156,68037194,283817782,66857641,77376053,32069213,37898530,39363778,17365038,8015774,4086733,645681,139341,2020
"524",11,"ID",14988441,37637799,134055111,29867129,36904445,16442502,19920460,18760329,6914375,3241646,1476668,450315,77242,2020
"525",11,"IL",115250674,266981726,1245154901,307564434,322566574,149621425,180922938,181487023,69129403,21799026,8993499,2115954,954625,2020
"526",11,"IN",55209931,145546409,633713794,140569348,165136607,79886624,96427513,93803910,35406540,14870383,6092665,1095110,425094,2020
"527",11,"KS",25616339,61728811,260564346,62453889,71425906,30402351,35296971,35831138,14210562,6511785,3494963,734765,202016,2020
"528",11,"KY",37569784,96482276,427791970,89710837,112765404,56178855,67403919,62513491,23167068,10061613,4803373,971468,215942,2020
"529",11,"LA",34961009,104838331,455012712,105866373,119358244,58576239,72209344,60372502,22183727,11505961,3939726,798705,201891,2020
"530",11,"MA",66447836,140616634,706256036,166438983,196052460,87728723,101978872,102275052,36841172,11621508,2339248,422221,557797,2020
"531",11,"MD",51052270,130229270,545240825,125811028,133943269,66332805,85146012,84836903,33894213,11101998,3081546,710719,382332,2020
"532",11,"ME",11661725,28490395,107728519,19466473,27721420,13572616,17153652,19015707,6927435,2653070,1039052,124004,55090,2020
"533",11,"MI",87978423,211899027,866726811,194286020,215921747,107392222,133726695,133123797,50477043,21381339,8429179,1381076,607693,2020
"534",11,"MN",50115671,118219699,468358073,105334605,113470852,53310397,67221367,79425495,30355554,12908462,5040327,851981,439033,2020
"535",11,"MO",53580251,130213309,515927071,113182463,132746532,61451890,78602167,80472588,30019453,11621517,6231676,1237263,361522,2020
"536",11,"MS",18868434,70727466,258777923,56610488,67422547,30719586,39798318,37358648,15422204,7487437,3190738,687519,80438,2020
"537",11,"MT",10127593,21741557,80723732,20167329,23267431,9315905,9931184,9698539,4380201,2683412,998563,187420,93748,2020
"538",11,"NC",81134659,230373941,935939166,189410678,235597411,121437226,156341999,146761336,52335637,21426413,10315417,1864730,448319,2020
"539",11,"ND",6392092,16410218,64987074,16159874,18307093,8439289,8625860,6768573,3278955,2298108,814287,246080,48955,2020
"540",11,"NE",16340322,41537718,168672559,39552581,45228215,20813357,24771248,21716383,8465171,5287316,2321454,386936,129898,2020
"541",11,"NH",11095987,29597753,128833494,24675148,33481417,15482531,18582091,21778242,9981430,4178884,578065,55805,39881,2020
"542",11,"NJ",83888975,183366625,846353611,212123720,220913496,101591957,123035805,120717047,45361831,17223259,4077387,721396,587713,2020
"543",11,"NM",18283285,44579555,198519602,47410093,54542909,24654966,28864069,24001521,9400737,6111035,2568864,862640,102768,2020
"544",11,"NV",28862070,62169690,238076474,61156198,59289517,30284627,40945404,35479320,5561568,2671125,1951977,565752,170986,2020
"545",11,"NY",207597794,378668476,1994891544,530988218,531773571,243629220,297676286,267356936,76681505,32522306,10966482,1700383,1596637,2020
"546",11,"OH",101201293,249481967,1063299105,244421177,276668718,131775171,164209655,161688124,52229795,21137370,9021830,1494224,653041,2020
"547",11,"OK",32848908,85443462,337396486,78220749,88728690,40368193,49992796,50259466,17268954,8153140,3673438,598350,132710,2020
"548",11,"OR",40655144,85066246,336016131,79989934,90106919,41875260,47515497,48524234,16637546,7922851,2702355,504390,237145,2020
"549",11,"PA",114760662,269451138,1107368926,256972358,287037287,138870341,171001417,160866190,54946831,25700939,10232708,1200215,540640,2020
"550",11,"RI",9370202,22349248,94078685,21747493,27205803,12178508,13776470,12800071,4199641,1641598,397855,70612,60634,2020
"551",11,"SC",37589722,114934088,461822098,94907747,118418158,60583140,76877864,71980220,23800008,9061866,5148708,856209,188178,2020
"552",11,"SD",6886881,19580169,84146788,20548820,23186679,10132173,11088646,10003157,4863831,2656425,1382156,233369,51532,2020
"553",11,"TN",51500151,151600149,609786117,126683227,154322772,77429380,97977146,97895050,34159368,12789761,6476621,1726945,325847,2020
"554",11,"TX",214829225,646226125,2455871589,572092324,632544723,301547760,370632904,368025966,133927311,51065224,19984357,4522877,1528143,2020
"555",11,"UT",28781205,66051945,280488097,65370337,74066111,35343236,41399570,38384255,16218456,6054931,2626278,805477,219446,2020
"556",11,"VA",70264358,185266192,772584501,174474263,191936969,97323295,120361934,116940768,42235704,19667727,7986377,1249763,407701,2020
"557",11,"VT",5351184,13437786,54140968,10137703,14353078,6792946,7645014,9172443,4270052,1290062,393096,66527,20047,2020
"558",11,"WA",68419951,157647779,604324697,143314460,154239222,71083741,91436942,93810837,33860714,11238689,4043650,720946,575496,2020
"559",11,"WI",48975310,125431730,505185361,108518326,128996208,62295095,76715366,76609287,30655149,13884185,6197633,1065385,248727,2020
"560",11,"WV",15464654,38710306,148472880,29679175,38547548,18310231,22753889,22197388,9909106,5183003,1603096,246963,42481,2020
"561",11,"WY",5091612,12240498,53037749,13231545,15696298,6980198,5278866,4945252,3662730,2131644,931512,150436,29268,2020
"562",12,"AK",7478775,15381803,54128082,13945305,15051859,7477436,8107541,5371784,2588556,1029589,202808,192545,160659,2020
"563",12,"AL",34777923,116746078,419082566,81634567,100188886,54944748,69469256,69407846,25747274,11780109,4828979,931415,149486,2020
"564",12,"AR",21596475,71832100,251212717,51707108,63465420,31153899,38818275,37978273,15380958,8104592,3822427,686972,94793,2020
"565",12,"AZ",67938664,154382362,553328456,127907158,131490159,65395578,84780664,92759390,31923179,11590471,5294715,1624071,563071,2020
"566",12,"CA",412668125,813600270,2771889979,674436306,708210952,326443607,393203566,394620206,169075448,74437568,23237677,5561731,2662918,2020
"567",12,"CO",56791502,119770982,551984320,130759329,137407643,65947313,84803041,86261760,27318284,13478203,3991940,1139866,876941,2020
"568",12,"CT",32408967,78343648,313005338,71108054,83838799,38749754,45485944,46785955,17389263,7643185,1441516,255429,307439,2020
"569",12,"DC",8653536,13122569,70137319,23781005,18464067,9559793,10052526,5850156,1722410,410776,124184,87130,85272,2020
"570",12,"DE",8352463,21629838,87024559,19577429,21704293,11197231,13936353,12491397,5253223,2250514,552655,37140,24324,2020
"571",12,"FL",172780269,487498806,1937829767,471799106,496275282,253847633,307328372,270870214,86900100,32355013,13821730,3088183,1544134,2020
"572",12,"GA",82452270,243651455,959601613,201995586,230352296,119509923,157108670,151257777,61260727,23670986,10863879,2784097,797672,2020
"573",12,"HI",12873704,31161517,122082898,33958003,33138462,14250640,17150613,20087381,2594336,601545,173275,46033,82610,2020
"574",12,"IA",27062205,70778290,286162071,65610432,74907588,31875639,38612715,41858947,18593881,9316041,4458520,755451,172857,2020
"575",12,"ID",15220225,39160223,136922163,30128853,36952430,16548345,20297803,19440091,7530028,3735453,1685063,498040,106057,2020
"576",12,"IL",118272731,276700749,1242004261,301275681,311828214,146993997,181718983,188187614,73483930,24638472,10095749,2613080,1168541,2020
"577",12,"IN",55534350,151913868,644838838,141301420,161685992,80122150,99682754,100245964,37873388,15973115,6191096,1277276,485683,2020
"578",12,"KS",26080761,64175894,267250210,63430678,71187590,30968035,36204241,37872166,15394536,7476458,3557820,882070,276616,2020
"579",12,"KY",37925769,100594693,432141694,89858225,107673631,55577108,68741500,66837595,25588873,11486751,5076481,1055023,246507,2020
"580",12,"LA",35925695,108533623,454203334,102680074,113965810,57807489,73015411,63865855,24350246,12731399,4628359,905562,253129,2020
"581",12,"MA",68742498,145224121,716632101,174179727,194032073,88755278,104342802,104164042,36553431,11262187,2271785,452106,618670,2020
"582",12,"MD",52917875,134406383,543230775,126623866,129824840,64729355,84614748,87486090,34303004,11108707,3325656,790148,424361,2020
"583",12,"ME",11872697,29617827,113821704,21589822,28388495,14054585,17725528,20223570,7700861,2938276,1013297,124297,62973,2020
"584",12,"MI",89361996,220511369,876412600,197022579,209366152,106276904,135960568,140338158,53501361,23077895,8548462,1627542,692979,2020
"585",12,"MN",51851759,122094790,463726483,104016761,107879432,51028763,65896363,80768706,32644622,14391473,5540713,1017043,542607,2020
"586",12,"MO",54279942,135640070,528475248,115559760,129921656,61347264,79978679,85877920,33645882,13489740,6722874,1458549,472924,2020
"587",12,"MS",19432466,73149964,255935566,53650761,62746837,29724130,40238170,39709628,16848527,8547376,3532887,836933,100317,2020
"588",12,"MT",10339325,22592130,79464477,19044226,22308985,9280841,10010606,9620970,4586208,3111053,1159117,217362,125109,2020
"589",12,"NC",82543335,239348885,942350470,187761332,225837187,120329847,158687434,156493340,56725286,23623794,10359550,2036763,495937,2020
"590",12,"ND",6496316,17066071,63428702,15246699,17724117,8292169,8169932,6442246,3481717,2743616,991822,270998,65386,2020
"591",12,"NE",16730590,43076718,169838400,38963759,44869825,20775738,24885468,22301498,9098416,5804639,2544965,427844,166248,2020
"592",12,"NH",11408014,30642184,132492161,25930546,32981548,15971687,19853157,22791745,10269900,4049412,534440,59896,49830,2020
"593",12,"NJ",86531411,189632709,849245968,216071026,216917654,101227353,124749399,121749259,45380822,17421208,4269516,842857,616874,2020
"594",12,"NM",18686815,46271453,196432209,44295002,52803820,24985930,28650988,24377019,10042377,7096286,3038564,1006905,135318,2020
"595",12,"NV",29772277,64293875,236804621,59001503,58269647,29782200,41131952,36657874,6040477,3012681,2061151,625824,221312,2020
"596",12,"NY",214514069,391294410,1962188376,523703686,503427730,238337888,298839331,271693097,78620357,32988355,10991755,1851005,1735172,2020
"597",12,"OH",102117079,260255623,1084541132,247194386,271402304,133050812,169919753,173426810,55769779,22651928,8784064,1638518,702778,2020
"598",12,"OK",33436638,88798811,339867847,76550746,86106725,40169632,50220370,53230516,19145993,9409854,4090126,764136,179749,2020
"599",12,"OR",41491848,88420255,342156949,81190845,89447064,41859201,48201541,51319258,17717163,8612365,2884961,602506,322045,2020
"600",12,"PA",118721571,278297289,1109660424,261141295,278521745,137519549,173133122,165168166,55438387,26529519,10206807,1408644,593190,2020
"601",12,"RI",9664357,23112408,95446194,23095256,26200785,12038072,14066375,13422893,4493253,1611287,373442,79674,65157,2020
"602",12,"SC",38174747,119433190,466486442,95258182,113536752,60124320,78488773,76700624,25904942,10183247,5105070,965164,219368,2020
"603",12,"SD",7077465,20271820,81479198,19566196,21757959,9668846,10724673,9947660,4962354,3027752,1498642,255662,69454,2020
"604",12,"TN",53019288,156851022,609015638,123390105,147780447,76298900,98414623,102491663,36603699,14472359,7127163,2027494,409185,2020
"605",12,"TX",220582268,669174927,2473129917,566796606,618601200,299545986,373781113,382098880,143249673,57911565,23598738,5546708,1999448,2020
"606",12,"UT",29209384,68784871,290590842,66951636,74744121,36871535,43475759,40517705,17053913,6654404,3136093,897473,288203,2020
"607",12,"VA",72403624,191644611,783501222,176767781,191058804,97419494,122436457,121479807,44227043,20485773,7698013,1442998,485052,2020
"608",12,"VT",5504436,13910833,55827780,10714455,14370507,6966024,7947627,9671533,4349914,1355776,360250,63373,28321,2020
"609",12,"WA",70541206,163062115,606419424,142412764,150275929,70670584,92184044,96472910,35847985,12713465,4249751,784034,807958,2020
"610",12,"WI",50029873,130190735,506413768,107206880,123134806,61071800,77336186,81115155,33302747,15085531,6626034,1223203,311426,2020
"611",12,"WV",15872557,40108235,150387050,30504541,37042787,18208381,23470747,23497473,10443396,5325278,1563368,279086,51993,2020
"612",12,"WY",5187227,12722620,54093194,13301477,15547214,7040122,5388762,5117669,3915465,2502464,1064768,174060,41193,2020
